case_id,case_short,task_type,standard_total_risk,risk_aware_total_risk,risk_reduction_pct,standard_total_length,risk_aware_total_length,length_increase_pct,replay_status
Case 1,C1,baseline original navigation,86.48563767324019,0.2859138299813343,99.66940888952963,1516.812408671319,1656.2295808265224,9.1914577806842,not_run_gazebo
Case 2,C2,high-risk fire-crossing target-reaching task,288.970880442036,45.08119618080863,84.39939826744883,730.9188309203678,1097.938166904124,50.21341911818144,rep_t150_RA_live
Case 3,C3,near-fire reconnaissance target-reaching task,121.15784478093502,13.173761728328564,89.1267777566133,1139.8275605729689,1281.6437943888957,12.441902505378826,not_run_gazebo
Case 4,C4,smoke-affected corridor target-reaching task,196.44175687004363,0.2918316828220537,99.85144111543704,1569.4722215136417,1638.678282274302,4.409511669720155,rep_t150_RA_live
Case 5,C5,late-stage high-risk interference target-reaching task,199.6571276084213,124.077748885458,37.85458582334903,546.776695296637,658.3158005400379,20.39938903813171,rep_t150_RA_live
